ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
MMC,Anderson Anthony,Director,2025-07-29,Buy,202.2,500,"101,100","1,500",https://finviz.com/http://www.sec.gov/Archives/edgar/data/62709/000006270925000073/xslF345X05/form4.xml
PBBK,Carroll Joseph W,Director,2025-07-31,Buy,18.1,1000,"18,100","43,970",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1849670/000143774925024206/xslF345X05/rdgdoc.xml
CHTR,Winfrey Christopher L,President and CEO,2025-07-31,Buy,273.1,3670,"1,002,259","70,243",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1091667/000109166725000143/xslF345X05/wk-form4_1753992910.xml
OMCC,Krebs Charles,Chief Financial Officer,2025-07-30,Buy,5.8,350,"2,030","11,219",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1000045/000190360125000067/xslF345X05/primary_doc.xml
JMSB,GARCIA MICHAEL A,Director,2025-07-30,Buy,19.2,6162,"118,310","34,372",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1253663/000141588925020716/xslF345X05/form4-07312025_080734.xml
CDXS,Opaleye Management Inc.,10% Owner,2025-07-30,Buy,2.79,1578,"4,411","12,460,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1200375/000164117225021727/xslF345X05/ownership.xml
CDXS,Opaleye Management Inc.,10% Owner,2025-07-29,Buy,2.82,8422,"23,750","12,458,422",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1200375/000164117225021727/xslF345X05/ownership.xml
CRDF,PACE GARY W,Director,2025-07-30,Buy,2.45,15000,"36,750","1,345,676",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1184778/000095017025100882/xslF345X05/ownership.xml
CRDF,PACE GARY W,Director,2025-07-30,Buy,2.45,275000,"673,750","1,330,676",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1184778/000095017025100882/xslF345X05/ownership.xml
RVP,SHAW THOMAS J,PRESIDENT AND CEO,2025-07-30,Buy,0.74,27288,"20,079","15,491,418",https://finviz.com/http://www.sec.gov/Archives/edgar/data/946563/000141588925020712/xslF345X05/form4-07312025_070732.xml
CBNK,Canuso Dominic C,"EVP, Chief Financial Officer",2025-07-31,Buy,31.11,600,"18,666","4,834",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1419536/000162828025036956/xslF345X05/wk-form4_1753988668.xml
FCNCA,Holding Olivia Britton,10% Owner,2025-07-29,Buy,1735.0,66,"114,510","121,926",https://finviz.com/http://www.sec.gov/Archives/edgar/data/798941/000095017025100823/xslF345X05/ownership.xml
ASRV,Lynch Michael D,EVP/CFO,2025-07-29,Buy,2.87,2000,"5,748","17,832",https://finviz.com/http://www.sec.gov/Archives/edgar/data/707605/000106299325013341/xslF345X05/form4.xml
ASRV,Lynch Michael D,EVP/CFO,2025-07-28,Buy,2.83,1500,"4,238","15,832",https://finviz.com/http://www.sec.gov/Archives/edgar/data/707605/000106299325013341/xslF345X05/form4.xml
DOC,Brinker Scott M,President and CEO,2025-07-31,Buy,17.06,2930,"49,986","210,416",https://finviz.com/http://www.sec.gov/Archives/edgar/data/765880/000162828025036944/xslF345X05/wk-form4_1753984760.xml
PNFP,CARPENTER HAROLD R,EVP & CFO,2025-07-31,Buy,89.73,1000,"89,730","105,050",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1115055/000111505525000143/xslF345X05/wk-form4_1753980997.xml
PNFP,BURNS GREGORY L,Director,2025-07-30,Buy,91.43,174,"15,909",174,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1115055/000111505525000140/xslF345X05/wk-form4_1753980068.xml
CIVB,Weaks Nathan E,Subsidiary Director,2025-07-31,Buy,19.35,1000,"19,350","9,283",https://finviz.com/http://www.sec.gov/Archives/edgar/data/944745/000095017025100722/xslF345X05/ownership.xml
CIVB,Weaks Nathan E,Subsidiary Director,2025-07-30,Buy,19.88,2000,"39,764","8,283",https://finviz.com/http://www.sec.gov/Archives/edgar/data/944745/000095017025100722/xslF345X05/ownership.xml
NWFL,FORTE ANDREW,Director,2025-07-29,Buy,24.57,400,"9,826","7,544",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1013272/000095017025100693/xslF345X05/ownership.xml
TPL,HORIZON KINETICS ASSET MANAGEM,10% Owner,2025-07-30,Buy,984.37,1,984,"1,163,964",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1056823/000143774925024050/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-07-30,Buy,2.61,774,"2,020","316,958",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925024049/xslF345X05/rdgdoc.xml
RCG,STAHL MURRAY,President/Co-Portfolio Manager,2025-07-30,Buy,2.61,356,929,"98,902",https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925024049/xslF345X05/rdgdoc.xml
PBBK,Carroll Joseph W,Director,2025-07-30,Buy,18.41,321,"5,910","42,970",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1849670/000143774925024046/xslF345X05/rdgdoc.xml
PBBK,Carroll Joseph W,Director,2025-07-29,Buy,18.38,671,"12,333","42,649",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1849670/000143774925024046/xslF345X05/rdgdoc.xml
ANIX,KUMAR AMIT,Chief Executive Officer,2025-07-30,Buy,3.16,5000,"15,800","579,925",https://finviz.com/http://www.sec.gov/Archives/edgar/data/715446/000164117225021679/xslF345X05/ownership.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-30,Buy,3.69,100,369,"410,507",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-29,Buy,3.66,250,915,"410,407",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-25,Buy,3.9,350,"1,365","410,157",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-24,Buy,3.83,300,"1,149","409,807",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-22,Buy,3.54,300,"1,062","409,507",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-11,Buy,3.2,750,"2,400","409,207",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-10,Buy,3.19,1400,"4,466","408,457",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-09,Buy,3.15,400,"1,260","407,057",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-08,Buy,3.36,800,"2,688","406,657",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-07,Buy,3.26,700,"2,282","405,857",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-03,Buy,3.22,1750,"5,635","405,157",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-02,Buy,3.23,3750,"12,112","403,407",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-07-01,Buy,3.05,250,762,"399,657",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-30,Buy,2.69,2600,"6,994","399,407",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-27,Buy,2.6,100,260,"396,807",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-26,Buy,2.55,650,"1,657","396,707",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-24,Buy,2.63,600,"1,578","396,057",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-23,Buy,2.61,400,"1,044","395,457",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-20,Buy,2.6,10300,"26,780","395,057",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-18,Buy,2.23,600,"1,338","384,757",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-17,Buy,2.48,100,248,"384,157",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-16,Buy,2.28,450,"1,026","384,057",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-13,Buy,2.15,100,215,"383,607",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
SNYR,Ross Jack,CEO and Chairman,2025-06-11,Buy,2.19,900,"1,971","383,507",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1562733/000147450625000145/xslF345X05/primary_doc.xml
NVTS,Singh Ranbir,Director,2025-07-28,Buy,8.79,18645603,"163,894,850","18,645,603",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1821769/000182176925000169/xslF345X05/wk-form4_1753922763.xml
TLRY,SIMON IRWIN D,President and CEO,2025-07-30,Buy,0.61,165000,"100,106","3,941,633",https://finviz.com/http://www.sec.gov/Archives/edgar/data/922748/000117184325004845/xslF345X05/ownership.xml
FNWB,Henderson Kyle David,"EVP, Chief Credit Officer",2025-07-28,Buy,7.74,3000,"23,210","16,271",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1556727/000143774925024005/xslF345X05/rdgdoc.xml
MBWM,Williams Shoran R,Director,2025-07-29,Buy,47.28,200,"9,457","5,266",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1042729/000141588925020608/xslF345X05/form4-07302025_100756.xml
TLYS,Shay Capital LLC,10% Owner,2025-07-30,Buy,1.9,25000,"47,512","3,300,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1524025/000119380525001131/xslF345X05/e664749_4-tlys.xml
TLYS,Shay Capital LLC,10% Owner,2025-07-29,Buy,1.85,25000,"46,285","3,275,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1524025/000119380525001131/xslF345X05/e664749_4-tlys.xml
TLYS,Shay Capital LLC,10% Owner,2025-07-28,Buy,2.03,50000,"101,690","3,250,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1524025/000119380525001131/xslF345X05/e664749_4-tlys.xml
OVLY,HOLDER H RANDOLPH JR,Director,2025-07-30,Buy,27.0,500,"13,500","152,676",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1431567/000143774925023994/xslF345X05/rdgdoc.xml
LEXX,BUNKA CHRISTOPHER,Director,2025-07-30,Buy,0.91,11900,"10,866","281,912",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103780/000134836225000016/xslF345X05/primary_doc.xml
LEXX,BUNKA CHRISTOPHER,Director,2025-07-29,Buy,0.92,15600,"14,375","270,012",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103780/000134836225000016/xslF345X05/primary_doc.xml
GSHD,Jones Mark E. Jr.,Chief Financial Officer,2025-07-29,Buy,86.08,1149,"98,906","3,491",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1726978/000172697825000106/xslF345X05/wk-form4_1753909870.xml
GAM,Stark Eugene S,VP Administration/CCO/PFO,2025-07-30,Buy,56.92,177,"10,075","10,000",https://finviz.com/http://www.sec.gov/Archives/edgar/data/40417/000004041725000039/xslF345X05/primary_doc.xml
IMA,Bonita David P,Director,2025-07-25,Buy,29.9,83611,"2,499,969","287,885",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1572451/000141588925020601/xslF345X05/form4-07302025_080741.xml
IKNA,Bonita David P,Director,2025-07-25,Buy,29.9,83611,"2,499,969","287,885",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1572451/000141588925020601/xslF345X05/form4-07302025_080741.xml
UPXI,Salkind Gene,Director,2025-07-11,Buy,4.94,20243,"100,000","385,370",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1592481/000147793225005338/xslF345X05/form4.xml
IMA,Stampacchia Otello,Director,2025-07-25,Buy,29.9,267556,"7,999,924","454,982",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1361712/000141588925020598/xslF345X05/form4-07302025_080705.xml
IKNA,Stampacchia Otello,Director,2025-07-25,Buy,29.9,267556,"7,999,924","454,982",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1361712/000141588925020598/xslF345X05/form4-07302025_080705.xml
SSB,Froetscher Janet P,Director,2025-07-30,Buy,97.31,3338,"324,821","8,294",https://finviz.com/http://www.sec.gov/Archives/edgar/data/764038/000156218025005574/xslF345X05/primarydocument.xml
EPD,Montgomery William C,Director,2025-07-30,Buy,31.55,16000,"504,864","136,920",https://finviz.com/http://www.sec.gov/Archives/edgar/data/1061219/000141588925020584/xslF345X05/form4-07302025_080756.xml
